domain,problem,instance_id,algo_variant,budget,target,successes,trials,beta_mean,beta_p05,beta_p95,mean_best,median_best,min_best,max_best
cont,Ackley,8,MFO,5000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.5256640859675974,1.6634612326356195,0.04327853515231128,4.168158778237402
cont,Ackley,8,MFO,8000,easy,4,30,0.15625,0.06578047054601774,0.2713711815575147,1.291813605974075,1.6544477082978628,0.015278282833066203,2.827582439886449
cont,Ackley,8,MFO,8000,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.291813605974075,1.6544477082978628,0.015278282833066203,2.827582439886449
cont,Ackley,8,MFO,8000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.291813605974075,1.6544477082978628,0.015278282833066203,2.827582439886449
cont,Ackley,8,MFO,12000,easy,2,30,0.09375,0.02690011969114915,0.18946446742553866,1.217493499389861,0.7436427818921119,0.011251209250506822,3.9880955029123872
cont,Ackley,8,MFO,12000,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.217493499389861,0.7436427818921119,0.011251209250506822,3.9880955029123872
cont,Ackley,8,MFO,12000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.217493499389861,0.7436427818921119,0.011251209250506822,3.9880955029123872
cont,Ackley,8,MFO,15000,easy,3,30,0.125,0.04530017302264189,0.23150297514336832,1.572623010623691,2.020952350019741,0.027079265500859595,3.2390285812162607
cont,Ackley,8,MFO,15000,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.572623010623691,2.020952350019741,0.027079265500859595,3.2390285812162607
cont,Ackley,8,MFO,15000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.572623010623691,2.020952350019741,0.027079265500859595,3.2390285812162607
cont,Ackley,8,MFO,20000,easy,4,30,0.15625,0.06578047054601774,0.2713711815575147,1.9275226125988245,2.318952521281061,0.0006352712656121362,3.898823110295091
cont,Ackley,8,MFO,20000,med,1,30,0.0625,0.011585315861443594,0.14409039131834475,1.9275226125988245,2.318952521281061,0.0006352712656121362,3.898823110295091
cont,Ackley,8,MFO,20000,hard,1,30,0.0625,0.011585315861443594,0.14409039131834475,1.9275226125988245,2.318952521281061,0.0006352712656121362,3.898823110295091
cont,Ackley,8,PSO_GBEST,200,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.4724018026951797,3.2818633443874696,2.5138812594985116,5.706146123840625
cont,Ackley,8,PSO_GBEST,200,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.4724018026951797,3.2818633443874696,2.5138812594985116,5.706146123840625
cont,Ackley,8,PSO_GBEST,200,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,3.4724018026951797,3.2818633443874696,2.5138812594985116,5.706146123840625
cont,Ackley,8,PSO_GBEST,300,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.5269862300280717,2.518827271661222,1.2956313503007277,3.263994551960924
cont,Ackley,8,PSO_GBEST,300,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.5269862300280717,2.518827271661222,1.2956313503007277,3.263994551960924
cont,Ackley,8,PSO_GBEST,300,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,2.5269862300280717,2.518827271661222,1.2956313503007277,3.263994551960924
cont,Ackley,8,PSO_GBEST,500,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.3645764050036107,1.229497020103992,0.45241779746462685,2.5407509122227414
cont,Ackley,8,PSO_GBEST,500,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.3645764050036107,1.229497020103992,0.45241779746462685,2.5407509122227414
cont,Ackley,8,PSO_GBEST,500,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,1.3645764050036107,1.229497020103992,0.45241779746462685,2.5407509122227414
cont,Ackley,8,PSO_GBEST,800,easy,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.4054040690764455,0.34946049600107054,0.10964895755368831,1.0540839601727794
cont,Ackley,8,PSO_GBEST,800,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.4054040690764455,0.34946049600107054,0.10964895755368831,1.0540839601727794
cont,Ackley,8,PSO_GBEST,800,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.4054040690764455,0.34946049600107054,0.10964895755368831,1.0540839601727794
cont,Ackley,8,PSO_GBEST,1000,easy,10,30,0.34375,0.21336046293527158,0.485416074399548,0.1466770678800783,0.1250011784053613,0.0358354427714862,0.4677922231230096
cont,Ackley,8,PSO_GBEST,1000,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.1466770678800783,0.1250011784053613,0.0358354427714862,0.4677922231230096
cont,Ackley,8,PSO_GBEST,1000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.1466770678800783,0.1250011784053613,0.0358354427714862,0.4677922231230096
cont,Ackley,8,PSO_GBEST,1500,easy,30,30,0.96875,0.9078859400526763,0.998346745733359,0.027857788762085504,0.026499016042536017,0.010696476962174462,0.05501990569072435
cont,Ackley,8,PSO_GBEST,1500,med,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.027857788762085504,0.026499016042536017,0.010696476962174462,0.05501990569072435
cont,Ackley,8,PSO_GBEST,1500,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.027857788762085504,0.026499016042536017,0.010696476962174462,0.05501990569072435
cont,Ackley,8,PSO_GBEST,2000,easy,30,30,0.96875,0.9078859400526763,0.998346745733359,0.006409141681786886,0.006307906488269399,0.0014984129316464312,0.011549605826566722
cont,Ackley,8,PSO_GBEST,2000,med,27,30,0.875,0.7684970248566316,0.9546998269773581,0.006409141681786886,0.006307906488269399,0.0014984129316464312,0.011549605826566722
cont,Ackley,8,PSO_GBEST,2000,hard,0,30,0.03125,0.0016532542666409576,0.09211405994732372,0.006409141681786886,0.006307906488269399,0.0014984129316464312,0.011549605826566722
cont,Ackley,8,PSO_GBEST,3500,easy,30,30,0.96875,0.9078859400526763,0.998346745733359,8.435958628452886e-05,6.705498830728018e-05,2.1142191205303362e-05,0.00027643755123252234
cont,Ackley,8,PSO_GBEST,3500,med,30,30,0.96875,0.9078859400526763,0.998346745733359,8.435958628452886e-05,6.705498830728018e-05,2.1142191205303362e-05,0.00027643755123252234
cont,Ackley,8,PSO_GBEST,3500,hard,30,30,0.96875,0.9078859400526763,0.998346745733359,8.435958628452886e-05,6.705498830728018e-05,2.1142191205303362e-05,0.00027643755123252234
cont,Ackley,8,PSO_GBEST,5000,easy,30,30,0.96875,0.9078859400526763,0.998346745733359,1.2468297142890588e-06,1.1712772907124247e-06,2.4109431651098134e-07,3.518230347498985e-06
