algo,rung,score,seconds,params_json,pop,beta0,gamma_scale,alpha_scale,k_neighbors
FA,rung2,0.00015288705363480926,104.65128111839294,"{""alpha_scale"": 0.002588592827907583, ""beta0"": 2.3128070988526725, ""gamma_scale"": 2.7610747056882103, ""k_neighbors"": 10, ""pop"": 51}",51,2.3128070988526725,2.7610747056882103,0.002588592827907583,10
FA,rung2,0.009280112328098833,88.45868444442749,"{""alpha_scale"": 0.009358518598215095, ""beta0"": 1.9386163556814648, ""gamma_scale"": 2.1327226347639407, ""k_neighbors"": 5, ""pop"": 72}",72,1.9386163556814648,2.1327226347639407,0.009358518598215095,5
FA,rung2,-0.0002750337678764092,85.2579460144043,"{""alpha_scale"": 0.01609928539943818, ""beta0"": 0.9247649098243491, ""gamma_scale"": 4.658055687829516, ""k_neighbors"": 8, ""pop"": 22}",22,0.9247649098243491,4.658055687829516,0.01609928539943818,8
FA,rung2,-0.036425046563933694,59.194982290267944,"{""alpha_scale"": 0.007543044906230067, ""beta0"": 2.1094220022986256, ""gamma_scale"": 0.913161779078927, ""k_neighbors"": 3, ""pop"": 75}",75,2.1094220022986256,0.913161779078927,0.007543044906230067,3
FA,rung2,-0.02411571472294627,51.664605140686035,"{""alpha_scale"": 0.003845071420633596, ""beta0"": 0.20848103347310887, ""gamma_scale"": 0.046998573880269984, ""k_neighbors"": 2, ""pop"": 63}",63,0.20848103347310887,0.046998573880269984,0.003845071420633596,2
FA,rung2,-0.05245146810015566,48.331079721450806,"{""alpha_scale"": 0.021693644283810896, ""beta0"": 2.273829458090364, ""gamma_scale"": 2.589256461121295, ""k_neighbors"": 1, ""pop"": 57}",57,2.273829458090364,2.589256461121295,0.021693644283810896,1
FA,rung2,-0.055598435221551085,108.13073086738586,"{""alpha_scale"": 0.0013712936467485746, ""beta0"": 0.5730260336132607, ""gamma_scale"": 0.24895274111936797, ""k_neighbors"": 8, ""pop"": 43}",43,0.5730260336132607,0.24895274111936797,0.0013712936467485746,8
FA,rung2,-0.07244110377904281,39.91309380531311,"{""alpha_scale"": 0.0031947385598396828, ""beta0"": 0.6463393986209652, ""gamma_scale"": 0.025400341097003874, ""k_neighbors"": 2, ""pop"": 31}",31,0.6463393986209652,0.025400341097003874,0.0031947385598396828,2
FA,rung2,-0.0928159559025421,113.12188935279846,"{""alpha_scale"": 0.0037132620619284434, ""beta0"": 1.1908327735136515, ""gamma_scale"": 2.596830669624012, ""k_neighbors"": 8, ""pop"": 42}",42,1.1908327735136515,2.596830669624012,0.0037132620619284434,8
FA,rung2,-0.06446655391393286,46.24128007888794,"{""alpha_scale"": 0.09346255283945916, ""beta0"": 1.3172019632783885, ""gamma_scale"": 0.2514445811777862, ""k_neighbors"": 1, ""pop"": 45}",45,1.3172019632783885,0.2514445811777862,0.09346255283945916,1
FA,rung2,-0.04093625257107342,92.33342218399048,"{""alpha_scale"": 0.12250549865893225, ""beta0"": 0.9570480687900593, ""gamma_scale"": 0.03131047402321976, ""k_neighbors"": 9, ""pop"": 53}",53,0.9570480687900593,0.03131047402321976,0.12250549865893225,9
FA,rung2,-0.0780781100194532,81.04598236083984,"{""alpha_scale"": 0.0017612386287280983, ""beta0"": 1.7675444990655547, ""gamma_scale"": 4.177742912470907, ""k_neighbors"": 5, ""pop"": 56}",56,1.7675444990655547,4.177742912470907,0.0017612386287280983,5
FA,rung2,-0.05887435939431218,42.289613485336304,"{""alpha_scale"": 0.026359421305609854, ""beta0"": 1.6087744989629102, ""gamma_scale"": 0.5317746547635357, ""k_neighbors"": 8, ""pop"": 75}",75,1.6087744989629102,0.5317746547635357,0.026359421305609854,8
FA,rung2,-0.10123146521416787,29.01639986038208,"{""alpha_scale"": 0.008460172092482749, ""beta0"": 1.6533571794608266, ""gamma_scale"": 0.3490400761894972, ""k_neighbors"": 4, ""pop"": 37}",37,1.6533571794608266,0.3490400761894972,0.008460172092482749,4
