instance_id,problem,domain,budget,target,target_name,algo_variant,algo_base,successes,trials,succ_rate,beta_mean,beta_p05,beta_p95,mean_best,median_best,min_best,max_best,mean_auc_raw,median_auc_raw,mean_auc_log,median_auc_log,mean_wall_ms
bin::knapsack01::n200::i000,knapsack01,bin,300,8880.201204819277,hard,HC(flips=1),HC,0,12,0.0,0.07142857142857142,0.003993909598497361,0.20831286475674474,7629.666666666667,7676.0,7350.0,7879.0,7529.810833333334,7515.17,8.922101625788555,8.924298341638353,5.166666666666667
bin::knapsack01::n200::i000,knapsack01,bin,300,8505.436144578314,med,HC(flips=1),HC,0,12,0.0,0.07142857142857142,0.0039290838036499035,0.20690359492588425,7629.666666666667,7676.0,7350.0,7879.0,7529.810833333334,7515.17,8.922101625788555,8.924298341638353,5.166666666666667
bin::knapsack01::n200::i000,knapsack01,bin,300,8055.718072289157,easy,HC(flips=2),HC,3,12,0.25,0.2857142857142857,0.11189417572438734,0.49054681128327393,7951.166666666667,7958.5,7743.0,8129.0,7774.421666666666,7783.768333333333,8.957942597033783,8.959218375754832,5.25
bin::knapsack01::n200::i000,knapsack01,bin,300,8880.201204819277,hard,HC(flips=2),HC,0,12,0.0,0.07142857142857142,0.0038577982738432323,0.20352538184480545,7951.166666666667,7958.5,7743.0,8129.0,7774.421666666666,7783.768333333333,8.957942597033783,8.959218375754832,5.25
bin::knapsack01::n200::i000,knapsack01,bin,300,8505.436144578314,med,HC(flips=2),HC,0,12,0.0,0.07142857142857142,0.004075192578493659,0.20481112746109895,7951.166666666667,7958.5,7743.0,8129.0,7774.421666666666,7783.768333333333,8.957942597033783,8.959218375754832,5.25
bin::knapsack01::n200::i000,knapsack01,bin,300,8055.718072289157,easy,RS_BIN,RS_BIN,0,12,0.0,0.07142857142857142,0.0037257415832944707,0.20468464753805224,7776.0,7761.5,7640.0,7912.0,7692.586111111111,7685.641666666666,8.946526299751655,8.9459773492446,2.6666666666666665
bin::knapsack01::n200::i000,knapsack01,bin,300,8880.201204819277,hard,RS_BIN,RS_BIN,0,12,0.0,0.07142857142857142,0.003886894393400368,0.2076892003281238,7776.0,7761.5,7640.0,7912.0,7692.586111111111,7685.641666666666,8.946526299751655,8.9459773492446,2.6666666666666665
bin::knapsack01::n200::i000,knapsack01,bin,300,8505.436144578314,med,RS_BIN,RS_BIN,0,12,0.0,0.07142857142857142,0.004050782459084371,0.20557335661218082,7776.0,7761.5,7640.0,7912.0,7692.586111111111,7685.641666666666,8.946526299751655,8.9459773492446,2.6666666666666665
bin::knapsack01::n200::i000,knapsack01,bin,300,8055.718072289157,easy,"SA(T0=1.0,alpha=0.995,flips=1)",SA,0,12,0.0,0.07142857142857142,0.003861987975848489,0.2064417774475193,7729.083333333333,7709.0,7572.0,8009.0,7628.387500000001,7656.871666666667,8.93525136176755,8.94324060882981,5.333333333333333
bin::knapsack01::n200::i000,knapsack01,bin,300,8880.201204819277,hard,"SA(T0=1.0,alpha=0.995,flips=1)",SA,0,12,0.0,0.07142857142857142,0.0038607174825806166,0.20587291973617283,7729.083333333333,7709.0,7572.0,8009.0,7628.387500000001,7656.871666666667,8.93525136176755,8.94324060882981,5.333333333333333
bin::knapsack01::n200::i000,knapsack01,bin,300,8505.436144578314,med,"SA(T0=1.0,alpha=0.995,flips=1)",SA,0,12,0.0,0.07142857142857142,0.00396673581052484,0.2053571365596243,7729.083333333333,7709.0,7572.0,8009.0,7628.387500000001,7656.871666666667,8.93525136176755,8.94324060882981,5.333333333333333
bin::knapsack01::n200::i000,knapsack01,bin,300,8055.718072289157,easy,"SA(T0=2.0,alpha=0.99,flips=1)",SA,0,12,0.0,0.07142857142857142,0.004071036932283671,0.20823555081598508,7622.166666666667,7621.5,7391.0,7891.0,7515.561111111113,7479.844999999999,8.921696061004079,8.914793960799228,5.416666666666667
