instance_id,problem,domain,target,budget,algo,run_idx,best,success,evals
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,17,8.08693059569913,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,18,4.919415167459434,1,1410
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,19,9.017024467502928,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,20,7.4352212469961,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,21,8.10473636501375,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,22,4.367786002227653,1,1860
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,23,7.258770286989716,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,24,5.2091799258054365,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,25,3.84313049627589,1,1380
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,26,5.20547080744133,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,27,2.8186620026286207,1,1320
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,28,2.7129255671415535,1,870
rastrigin_d5_i001,rastrigin,cont,5.0,2000,PSO_RING,29,4.770344282271083,1,870
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,0,21.87707114081834,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,1,13.323734513851605,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,2,10.739627838137281,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,3,12.127847381909547,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,4,16.530885654601413,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,5,13.912714994685459,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,6,9.245657154211557,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,7,14.075341936890311,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,8,7.465919803344853,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,9,10.20544757334072,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,10,8.628058009340279,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,11,11.367979386887548,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,12,6.786845329314012,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,13,13.035898732366789,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,14,14.369127434655624,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,15,19.816625118999347,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,16,15.593169465374231,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,17,14.051993954067342,0,2000
